	id	doc	frame	minority	linguistic_minority	religious_minority	social_class_minority	sexual_orientation_minority	ethnic_minority	national_minority	other_minority	disabled_minority	gender	age_numerical	income	citizenship	education	political_left_right	exp_housing_discrim	city_district	city_neighborhood	prof_situation	fear_forced_out	seen_landlord_pressure	changes_in_community	seen_renovations	neighborhood_connection	respect_rules	neighbhorhood_crime	env_pollution_impact	climate_concern	age	city	country	preframe_densifproj_acceptance	postframe_densifproj_acceptance	densifproj_on_rent	densifproj_on_social	imce_RentContr	imce_InclZon	imce_Partic	imce_forProf	imce_dens	imce_mixUse	imce_ClimNeutr	imce_RentContr_se	imce_InclZon_se	imce_Partic_se	imce_forProf_se	imce_dens_se	imce_mixUse_se	imce_ClimNeutr_se	ResponseId	Q12.6_corrected	response_char_length	Document_No	Dominant_Topic	Topic_Perc_Contrib	Topic_0	Topic_1	Topic_2	Topic_3	Topic_4	Topic_5	Topic_6	Topic_7	Topic_8	Topic_9	Topic_10
10	R_27mc1IUohDnHLJc	Yo yo bro I don't know why 	other district	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Male	34.0	3.0	US Born	Bachelor's degree	5.0	Yes	Northwest Side	Irving Park	Employed (full-time)	1	1	-1	-1	0	0	0	9.0	1	2	Chicago	United States	-1	2	1	2	0.5	0.666666666666667	1.0	1.0	0.625	0.5	0.4	0.395284707521047	0.314970394174356	0.342326598440729	0.243975018237133	0.171163299220364	0.166666666666667	0.244948974278318	R_27mc1IUohDnHLJc	Yo yo bro I don't know why 	27	10	0.0	0.0909	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093
11	R_2t4hIY0ZIHl8qyx	Too many legalities	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	60.0	3.0	US Born	Bachelor's degree	2.0	No	North Side	Lakeview	Employed (part-time)	0	-1	-1	1	1	0	-1	6.0	1	5	Chicago	United States	0	1	0	0	0.666666666666667	0.666666666666667	0.75	1.0	0.857142857142857	1.0	0.75	0.192450089729875	0.192450089729875	0.176776695296637	0.149071198499986	0.142857142857143	0.263523138347365	0.176776695296637	R_2t4hIY0ZIHl8qyx	Too many legalities	19	11	1.0	0.1066	0.089126559714795	0.10655575361457711	0.09130520895226776	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795
12	R_1pyvscLvOeh2qGp	Generally, I didn't agree with the subsidized housing issue.	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	66.0	5.0	US Born	Bachelor's degree	2.0	No	Northwest Side	Dunning	Employed (full-time)	-1	-1	1	0	1	1	0	8.0	2	5	Chicago	United States	0	-2	2	1	0.6	1.0	0.5	0.6	0.428571428571429	0.333333333333333	1.0	0.163299316185545	0.141421356237309	0.385275875185561	0.244948974278318	0.174963553055941	0.29546842014264	0.267261241912424	R_1pyvscLvOeh2qGp	Generally, I didn't agree with the subsidized housing issue.	60	12	2.0	0.1008	0.09880624426078971	0.09880624426078971	0.10082644628099173	0.08264462809917356	0.10082644628099173	0.08264462809917356	0.10082644628099173	0.08264462809917356	0.08264462809917356	0.08466483011937558	0.08466483011937558
13	R_wMfrir8KQUppFJv	Because some are great	other district	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	20.0	3.0	US Naturalization	Bachelor's degree	4.0	Yes	Northwest Side	Irving Park	Employed (full-time)	-2	1	1	2	1	1	1	5.0	2	1	Chicago	United States	2	0	-1	1	0.5	0.666666666666666	-2.35513868802566e-16	0.6	1.0	1.0	0.6	0.390867979985286	0.322030594359765	0.263523138347365	0.249443825784929	4.96506830649455e-17	0.353553390593274	0.249443825784929	R_wMfrir8KQUppFJv	Because some are great	22	13	3.0	0.1044	0.089126559714795	0.089126559714795	0.089126559714795	0.10437710437710435	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.09348385818974052	0.089126559714795
14	R_2XbXCVxQoRtnk77	It's only logical to go by the decisions I made based on what I feel is healthy for the community.	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	35.0	8.0	US Born	Bachelor's degree	3.0	No	Northwest Side	Irving Park	Employed (full-time)	-2	-2	-2	0	2	2	2	3.0	2	3	Chicago	United States	2	3	0	0	1.0	1.0	7.0216669371534e-17	0.5	0.6	0.333333333333333	0.5	0.342326598440729	0.161374306091976	0.342326598440729	0.279508497187474	0.244948974278318	0.314970394174356	0.228217732293819	R_2XbXCVxQoRtnk77	It's only logical to go by the decisions I made based on what I feel is healthy for the community.	98	14	6.0	0.1148	0.09923799397483608	0.07974481658692184	0.09144072301967039	0.10313662945241893	0.11288321814637603	0.07974481658692184	0.11483253588516745	0.07974481658692184	0.07974481658692184	0.07974481658692184	0.07974481658692184
15	R_0OCvynke1ghnruF	some of them seem to me to be good and others not so good proposals	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	35.0	6.0	US Born	Doctoral degree	1.0	No	Far Southwest Side	Morgan Park	Employed (full-time)	1	1	1	2	2	2	2	8.0	2	3	Chicago	United States	2	3	2	2	1.0	0.666666666666667	-7.85046229341887e-17	0.5	0.6	7.85046229341887e-17	0.25	0.534522483824849	0.322030594359765	1.9626155733547202e-17	0.235702260395516	0.249443825784929	0.333333333333333	0.25	R_0OCvynke1ghnruF	some of them seem to me to be good and others not so good proposals	67	15	0.0	0.1259	0.12587412587412586	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874
16	R_3foSCMfz6f6PdCW	I think the 10 percent is too high of a yearly increase	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	74.0	6.0	US Born	Secondary school certificate	6.0	No	Northwest Side	Irving Park	Not working (retired)	-1	-1	0	0	0	0	1	4.0	0	5	Chicago	United States	0	0	0	1	-1.40433338743068e-16	0.8	0.5	1.0	0.857142857142857	0.5	0.8	0.333333333333333	0.2	0.293150984988964	0.306186217847897	0.164957219768465	0.293150984988964	0.2	R_3foSCMfz6f6PdCW	I think the 10 percent is too high of a yearly increase	55	16	7.0	0.1212	0.08417508417508418	0.08417508417508418	0.08417508417508418	0.08829031051253274	0.08417508417508418	0.08623269734380846	0.09652076318742986	0.12121212121212122	0.1026936026936027	0.08417508417508418	0.08417508417508418
17	R_XsPaEV0UEgjAjNT	because I think it is too good 	other district	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	Male	44.0	9.0	US Born	Master's degree	6.0	Yes	North Side	North Center	Employed (full-time)	1	1	1	0	1	0	2	9.0	2	3	Chicago	United States	2	2	2	3	0.333333333333333	0.5	1.0	0.25	0.5	-7.85046229341887e-17	0.5	0.322030594359765	0.408248290463863	0.333333333333333	0.25	0.288675134594813	0.534522483824849	0.235702260395516	R_XsPaEV0UEgjAjNT	because I think it is too good 	31	17	0.0	0.1087	0.10873440285204988	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795
18	R_1I9FfvfciRYf7xL	I think there should be more affordable housing for seniors.	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	67.0	3.0	US Born	Apprenticeship	4.0	No	Northwest Side	Portage Park	Not working (retired)	-1	-2	0	1	1	-1	-1	7.0	2	5	Chicago	United States	2	0	0	0	0.625	-1.57009245868377e-16	-3.92523114670944e-16	0.4	0.666666666666666	1.0	0.4	0.18298126367785	0.487950036474267	0.487950036474267	0.2	0.22566773346211	0.353553390593274	0.2	R_1I9FfvfciRYf7xL	I think there should be more affordable housing for seniors.	60	18	2.0	0.1235	0.1025347817800648	0.08785972936916332	0.12349914236706688	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312
19	R_2RVrt5a0u3Lus4q	I am of the notion of physical interaction but I also want to state that unregulated price increase of rent is mere fraud, give room for the most basic amenities	other district	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Male	34.0	4.0	US Born	Bachelor's degree	4.0	No	Northwest Side	Portage Park	Employed (full-time)	1	1	1	1	1	0	1	7.0	1	2	Chicago	United States	1	1	2	1	0.5	0.5	-2.80866677486136e-16	0.333333333333333	0.6	0.5	7.0216669371534e-17	0.395284707521047	0.395284707521048	0.52704627669473	0.314970394174356	0.244948974278318	0.279508497187474	0.342326598440729	R_2RVrt5a0u3Lus4q	I am of the notion of physical interaction but I also want to state that unregulated price increase of rent is mere fraud, give room for the most basic amenities	161	19	9.0	0.1144	0.10227272727272727	0.10574494949494949	0.08491161616161615	0.07275883838383838	0.10053661616161615	0.0918560606060606	0.07275883838383838	0.10227272727272727	0.07102272727272727	0.11442550505050501	0.08143939393939392
20	R_8AJ9NrWHcsztZC1	Was the better choice 	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	24.0	4.0	US Born	Apprenticeship	6.0	Yes	Southwest Side	Chicago Lawn	Employed (part-time)	0	0	1	2	1	2	1	5.0	0	1	Chicago	United States	1	2	-1	1	0.6	0.666666666666667	0.4	1.40433338743068e-16	0.5	0.5	0.666666666666667	0.244948974278318	0.314970394174356	0.244948974278318	0.161374306091976	0.228217732293819	0.395284707521047	0.314970394174356	R_8AJ9NrWHcsztZC1	Was the better choice 	22	20	0.0	0.1087	0.10873440285204988	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795
21	R_25BGRXIYoyO0vqY	I felt too much was one sided	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	59.0	8.0	US Born	Bachelor's degree	5.0	No	Central, Near North, and Near North Side	Loop	Employed (full-time)	0	1	-1	0	1	-1	-2	9.0	-2	5	Chicago	United States	0	-2	3	-2	0.0	1.17756934401283e-16	3.9252311467094404e-17	0.166666666666667	-3.9252311467094404e-17	-1.57009245868377e-16	0.4	0.258198889747161	0.333333333333333	0.487950036474267	0.192450089729875	0.204124145231932	0.487950036474267	0.2	R_25BGRXIYoyO0vqY	I felt too much was one sided	29	21	0.0	0.1066	0.10664335664335661	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.10664335664335661	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874
22	R_2EaG4Slowa8u6vI	prefer national not international developers	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	77.0	5.0	US Born	Secondary school certificate	2.0	No	North Side	Lakeview	Not working (retired)	-2	-2	0	1	0	0	-2	6.0	2	5	Chicago	United States	0	0	1	-1	0.75	0.5	0.500000000000001	0.333333333333334	0.833333333333333	1.0	0.5	0.222439130250652	0.293150984988964	0.293150984988964	0.166666666666667	0.181620789314195	0.243975018237133	0.176776695296637	R_2EaG4Slowa8u6vI	prefer national not international developers	44	22	5.0	0.1582	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.15824915824915822	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417
23	R_OD8bdkAQ2McDD3j	Was more in favor of projects with smaller overall density increases, but buttressed the business establishment in the neighborhood. 	other district	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	Male	54.0	6.0	US Born	Master's degree	5.0	Yes	North Side	Lakeview	Employed (full-time)	0	-1	1	1	1	-1	0	6.0	1	4	Chicago	United States	1	1	-1	1	1.0	1.0	0.666666666666667	0.75	0.833333333333333	0.8	0.875	0.188982236504614	0.14142135623731	0.166666666666667	0.153093108923949	0.131761569173682	0.141421356237309	0.116926793336686	R_OD8bdkAQ2McDD3j	Was more in favor of projects with smaller overall density increases, but buttressed the business establishment in the neighborhood. 	133	23	5.0	0.1279	0.09399075500770418	0.07704160246533129	0.09022427666495464	0.07892484163670606	0.0921075158363294	0.1278890600924499	0.09964047252182846	0.10905666837870229	0.07704160246533129	0.07704160246533129	0.07704160246533129
24	R_VR9oI3korJ2RSx3	I like some proposal , because I think that's alright 	district	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Male	50.0	6.0	US Born	Bachelor's degree	6.0	No	West and Near West Side	West Town	Employed (full-time)	2	0	1	1	1	1	2	9.0	2	4	Chicago	United States	-1	2	2	2	0.5	0.5	1.0	0.6	0.6	0.5	0.5	0.408248290463863	0.288675134594813	0.333333333333333	0.249443825784929	0.249443825784929	0.188982236504614	0.408248290463863	R_VR9oI3korJ2RSx3	I like some proposal , because I think that's alright 	54	24	0.0	0.0909	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093
25	R_1dBsP0wiodbtJHq	The increase of rent building place that would bring in more crimes	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	66.0	1.0	US Born	Secondary school certificate	7.0	Yes	South Side	Washington Park	Employed (part-time)	2	2	2	2	-1	2	-2	10.0	2	5	Chicago	United States	1	-3	-2	-1	1.0	1.0	-2.80866677486136e-16	-2.80866677486136e-16	0.8	-5.61733354972272e-16	0.6	0.342326598440729	0.267261241912424	0.440958551844098	0.440958551844098	0.223606797749979	0.233853586673371	0.223606797749979	R_1dBsP0wiodbtJHq	The increase of rent building place that would bring in more crimes	67	25	8.0	0.1109	0.08712121212121214	0.10299422799422801	0.08315295815295816	0.08116883116883117	0.08315295815295816	0.08116883116883117	0.08116883116883117	0.09902597402597403	0.11093073593073594	0.09307359307359309	0.09704184704184704
26	R_10o9Vqr8SPASx6A	Rent Increase or for profit investors	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	28.0	10.0	US Born	Bachelor's degree	1.0	Yes	West and Near West Side	Humboldt Park	Employed (full-time)	-1	-1	1	0	1	1	0	6.0	2	2	Chicago	United States	1	0	3	1	0.75	0.5	0.333333333333333	0.625	0.75	0.2	0.5	0.255155181539914	0.395284707521047	0.314970394174356	0.171163299220364	0.255155181539914	0.2	0.279508497187474	R_10o9Vqr8SPASx6A	Rent Increase or for profit investors	37	26	5.0	0.1212	0.08417508417508417	0.08623269734380845	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.1212121212121212	0.08417508417508417	0.10269360269360268	0.08417508417508417	0.10063598952487841	0.08417508417508417
27	R_WkRYtnoo6Ohej9n	I want the lowest population density, plus I am opposed to rent control. I believe in the free market	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	52.0	6.0	US Born	Bachelor's degree	6.0	No	Northwest Side	Irving Park	Employed (full-time)	-1	-1	1	1	1	0	-1	6.0	0	4	Chicago	United States	-3	-3	-2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	R_WkRYtnoo6Ohej9n	I want the lowest population density, plus I am opposed to rent control. I believe in the free market	101	27	7.0	0.1263	0.07836990595611285	0.08220132358063394	0.1013584117032393	0.08028561476837338	0.08220132358063394	0.09369557645419714	0.08986415882967608	0.12626262626262627	0.07836990595611285	0.10902124695228144	0.07836990595611285
28	R_7PoGb9y3ogHSA5H	I think the neighborhood should be involved in deciding building things 	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	38.0	7.0	US Born	Higher technical examination	3.0	No	Far North Side	O’Hare	Employed (full-time)	-2	-2	-2	-2	1	-2	1	3.0	1	3	Chicago	United States	-1	2	-1	-1	0.2	0.2	0.333333333333333	1.40433338743068e-16	0.222222222222222	0.25	0.166666666666667	0.133333333333333	0.2	0.251976315339485	0.243975018237133	0.146986183948033	0.222439130250652	0.181620789314195	R_7PoGb9y3ogHSA5H	I think the neighborhood should be involved in deciding building things 	72	28	4.0	0.119	0.10082644628099173	0.10082644628099173	0.08264462809917356	0.10082644628099173	0.11900826446280992	0.08264462809917356	0.08264462809917356	0.08264462809917356	0.08264462809917356	0.08264462809917356	0.08264462809917356
29	R_2sceuzLAPUduXvN	some communities don't have enough job security	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	53.0	2.0	US Born	No school certificate	1.0	No	South Side	Bridgeport	Homemaker	-2	0	1	1	2	2	-2	5.0	2	4	Chicago	United States	3	2	-2	0	0.5	1.0	1.0	1.0	0.875	0.666666666666667	0.714285714285714	0.293150984988964	0.204124145231932	0.306186217847897	0.243975018237133	0.146575492494482	0.251976315339485	0.159719141249985	R_2sceuzLAPUduXvN	some communities don't have enough job security	47	29	3.0	0.1235	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.12349914236706688	0.08576329331046312	0.08576329331046312	0.104631217838765	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312
30	R_bIUP00WM6hk4VkR	It was a good proposal and a good quality product and services	other district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Male	40.0	2.0	US Born	Bachelor's degree	7.0	Yes	North Side	Lakeview	Employed (full-time)	2	1	1	1	1	1	2	10.0	2	3	Chicago	United States	3	2	2	2	1.0	3.5108334685767e-16	7.0216669371534e-17	0.75	0.444444444444444	0.5	0.571428571428571	0.342326598440729	0.52704627669473	0.243975018237133	0.255155181539914	0.175682092231577	0.395284707521047	0.206196524710581	R_bIUP00WM6hk4VkR	It was a good proposal and a good quality product and services	62	30	0.0	0.1372	0.13719008264462806	0.08264462809917356	0.08264462809917356	0.08264462809917356	0.08264462809917356	0.08264462809917356	0.10082644628099173	0.08264462809917356	0.10082644628099173	0.08264462809917356	0.08264462809917356
